1,27
10,147
4,67
3,52
3,54
3,54
6,93
12,174
3,53
14,202
2,40
13,185
1,27
4,68
4,67
1,26
7,107
4,69
5,81
2,41
8,121
1,27
1,27
6,95
3,56
13,193
1,27
1,26
4,66
6,94
