13,121
12,118
2,29
8,77
12,112
3,35
20,184
9,86
2,25
5,51
5,51
6,60
2,26
9,86
26,240
11,104
3,34
2,26
9,86
2,25
10,95
2,25
12,113
7,68
3,34
10,95
14,130
7,73
3,36
28,275
