10,160
2,43
10,162
2,44
4,73
2,43
1,29
3,57
5,88
6,103
6,104
8,132
5,89
4,72
14,225
4,72
5,87
4,73
10,162
7,118
11,178
5,89
2,43
10,163
1,28
2,44
4,74
10,161
2,44
6,102
