7,107
13,191
2,39
6,94
15,219
24,352
3,53
1,26
4,69
21,310
3,53
6,94
5,80
9,134
26,378
2,40
1,26
4,66
4,67
19,276
20,288
4,66
3,54
5,81
11,162
15,231
1,27
8,120
